ID	Snooker?	Name	Country	Latitude	Longitude	10' tables	12' tables	Address	Phone number	Website	POI id
	1	Hillbillies	GBR			0	9	"Hill Stores, Huddersfield Road, Oldham OL4 2RD, United Kingdom"	0161 624 0881		
	1	Hyde Snooker Club	GBR			0	8	"13 Manchester Road, Hyde SK14 1BA, United Kingdom"	0161 368 3777		
	1	147 Snooker Club	GBR			0	7	"Norman Street, Warrington, Cheshire WA2 7HW, United Kingdom"	01925 574560		
	1	Crucible Snooker Club	GBR			0	13	"2A Edward Street, Stockport SK1 3DQ, United Kingdom"	0161 477 2298	http://www.the-stockport-open.co.uk/crucible-stockport/	
	1	Queensway Snooker Club	GBR			0	8	"Plattings Lane, Rochdale OL11 2LS, United Kingdom"	01706 631030	http://queenswaysnookerclub.co.uk/	
	1	Regent Snooker Club	GBR			0	10	"Lisle St/Off Regent St, Rochdale OL12 0HQ, United Kingdom"	01706 630466		
	1	Darlington Snooker Club	GBR			0	11	"1 Corporation Road, Darlington, County Durham DL3 6AE, United Kingdom"	01325 241388		
	1	Sam's Snooker & American Pool	GBR			0	10	"76 Park Road, Hartlepool, Cleveland TS26 9HU, United Kingdom"	01429 278347	http://samssnooker.co.uk	
	1	Spot White Snooker Club	GBR			0	5	"14-18 Stowell Street, Newcastle upon Tyne, Tyne and Wear NE1 4XQ, United Kingdom"	0191 261 9253	http://www.spotwhite.com/	
	1	Gateshead Snooker Club	GBR			0	7	"187-193 Durham Road, Gateshead NE9 5EF, United Kingdom"	0191 420 5252		
	1	Birtley Snooker Club	GBR			0	11	"Durham Rd, Birtley, County Durham DH3 2PS, United Kingdom"	0191 410 8750	http://www.birtleysnooker.co.uk/	
	1	Portland Snooker Club	GBR			0	15	"Currock Road, Carlisle, Cumbria CA2 4AS, United Kingdom"	01228 598147		
	1	Whitley Lodge Snooker Centre	GBR			0	11	"Claremont Crescent, Whitley Bay, Tyne and Wear NE26 3HL, United Kingdom"	0191 251 1997		
	1	Redz Snooker Club	GBR			0	17	"6 Oldbury Road, Cwmbran, Torfaen NP44 3JU, United Kingdom"	01633 483437		
	1	Red Triangle Snooker Club	GBR			0	6	"High Street, Crosskeys, Newport NP11 7FN, United Kingdom"	01495 271991		
	1	Kingsthorpe Snooker Club	GBR			0	9	"93 High Street, Northampton NN2 6QF, United Kingdom"	01604 717118		
	1	Overstone Road Snooker Club	GBR			0	8	"1-9 Overstone Road, Northampton NN1 3JL, United Kingdom"	01604 602426		
	1	Corby Snooker Pool & Social Club	GBR			0	7	"12 Edmund Street, Kettering NN16 0HU, United Kingdom"	01536 503880	http://www.ketteringsnookerandpool.co.uk/	
	1	Thetford Snooker Centre	GBR			0	6	"Oddfellows Hall, Earls Street, Thetford, Norfolk IP24 2AD, United Kingdom"	01842 765811		
	1	Dereham Snooker Club	GBR			0	12	"18-19 Bertie Ward Way, Dereham NR19 1TE, United Kingdom"	01362 692502	http://derehamsnookerclub.co.uk/	
	1	Broadland Snooker Centre	GBR			0	11	"Reepham Road, Norwich, Norfolk NR6 5NX, United Kingdom"	01603 415171		
	1	Clarke's Billiards Club	GBR			0	10	"85 Barker Street, Norwich NR2 4TN, United Kingdom"	01603 622427	http://www.clarkes.org.uk/	
	1	West End Cue Club	GBR			0	5	"20 W End, Costessey, Norwich NR8 5AG, United Kingdom"	01603 747876	http://www.westendcueclub.co.uk/	
	1	Woodside Snooker Centre	GBR			0	4	"125-129 Woodside Road, Norwich NR7 9HA, United Kingdom"	01603 300200		
	1	Grantham Billiard Club	GBR			0	13	"23D Saint Peter's Hill, Grantham NG31 6PY, United Kingdom"	01476 564525		
	1	Phoenix Snooker Club	GBR			0	7	"24 Mansfield Road, Eastwood, Nottingham NG16 3AQ, United Kingdom"	01773 760459	http://www.phoenixcuesports.com/	
	1	Potters Snooker Club & Bar	GBR			0	4	"Mansfield Road, Eastwood, Nottingham NG16 3SS, United Kingdom"	01773 532532	http://www.eastwoodhallhotel.co.uk/	
	1	Stapleford Cue Club	GBR			0	6	"148 Derby Road, Stapleford, Nottingham NG9 7AY, United Kingdom"	0115 939 4504	http://nottinghamsnooker.com/where-to-play/stapleford-cue-club/	
	1	Spot On	GBR			0	15	"Bulwell High Road, Nottingham, Nottingham NG6 8HX, United Kingdom"	0115 977 0031	http://spot-on-leisure.co.uk/	
	1	Witney Snooker Club	GBR			0	6	"Units 2/4, Eagle Industrial Estate, Church Green, Witney, Oxfordshire OX28 4YR, United Kingdom"	01993 779078	http://www.witneysnooker.co.uk/	
	1	Edgcliff Club	GBR			0	2	"40 Cliff Road, Newquay TR7 2ND, United Kingdom"	01637 878732	http://www.edgcliff.co.uk/	
	1	Belgrave Snooker Club	GBR			0	10	"2 Belgrave Road, Plymouth, Mutley Plain PL4 7DP, United Kingdom"	01752 662423		
	1	Copnor Snooker Club	GBR			0	10	"137 Copnor Road, Portsmouth, Hampshire PO3 5BS, United Kingdom"	023 9266 3038		
	1	Fareham Snooker Club	GBR			0	12	"Broadcut, Fareham PO16, United Kingdom"	01329 221759	http://www.farehamsnooker.co.uk/	
	1	Top Spot Snooker Club	GBR			0	10	"37 Park Parade, Havant PO9 5AA, United Kingdom"	023 9247 2040		
	1	Mayfair Snooker Club	GBR			0	9	"131 Stoke Road, Gosport PO12 1SD, United Kingdom"	023 9252 0711		
	1	Stoke snooker club	GBR			0	10	"15-17 Stoke Road, Gosport PO12 1LT, United Kingdom"	023 9252 7912	http://www.stokesnookerclub.co.uk/	
	1	Elite Snooker Club	GBR			0	8	"Lostock Hall PR5 5JD, United Kingdom"	01772 312135	http://www.elitesnookerclub.co.uk/	
	1	Colours Sports Club & Bar	GBR			0	10	"10 Cremyll Road, Reading, West Berkshire RG1 8NQ, United Kingdom"	0118 950 0860		
	1	Central Snooker Club	GBR			0	11	"2 High Street, Rotherham S60 1PP, United Kingdom"	01709 363193		
	1	Allied Snooker Centres	GBR			0	9	"960 Gleadless Road, Sheffield S12 2LL, United Kingdom"	0114 254 4111	http://www.alliedsnooker.co.uk/	
	1	Cue Ball	GBR			0	14	"19 Station Road, Sheffield S35 2XE, United Kingdom"	0114 245 5133		
	1	Dinnington Snooker Club Ltd	GBR			0	5	"32 Laughton Road, Sheffield, South Yorkshire S25 2PS, United Kingdom"	01909 565284		
	1	Spot On Snooker Club	GBR			0	5	"4-12 Langsett Road, Sheffield S6 2UA, United Kingdom"	0114 233 9609		
	1	Breakers Snooker Pool & Social Club	GBR			0	6	"25 Newcastle Avenue, Worksop S80 1EY, United Kingdom"	01909 472192		
	1	North East Derbyshire Snooker Centre	GBR			0	21	"Derby Road, Chesterfield, Clay Cross, Derbyshire S45 9AG, United Kingdom"	01246 866364	http://www.northeastderbyshiresnookercentre.co.uk/services	
	1	Alfreton Snooker Club	GBR			0	6	"The Snooker Club, 16 Broadleys, Clay Cross, Chesterfield, Derbyshire S45 9JL, UK"	01773 836359		
	1	Racks Snooker & Pool Bar	GBR			0	8	"63-67 High St, Maidenhead, West Berkshire SL6 1JT, United Kingdom"	01628 627732		
	1	Woking Snooker Centre	GBR			0	20	"Kingfield Rd, Woking, surrey GU22 9AA, United Kingdom"	01483 762754	http://www.wokingsnooker.co.uk/	
	1	Uxbridge Snooker Centre	GBR			0	2	"233 High Street, Uxbridge UB8 1LD, United Kingdom"	01895 713183	http://www.escapepoolbar.co.uk/	
	1	Salisbury Snooker Club	GBR			0	12	"Tollgate Road, Salisbury, Wiltshire SP1 2JJ, United Kingdom"	01722 323923	http://www.salisburysnookerclub.co.uk/	
	1	Chandlers Ford Snooker Club	GBR			0	10	"17A & 18A The Central Precinct, Chandler's Ford, Eastleigh, Hampshire SO53 2GB, United Kingdom"	023 8025 4834	http://www.cfordsnooker.co.uk/	
	1	Royal Snooker Club	GBR			0	9	"King Street, Deal CT14 6HX, United Kingdom"	01304 363984		
	1	Pockets	GBR			0	6	"Lucy Road, Southend-on-Sea, Essex SS1 2AU, United Kingdom"	01702 468890	http://www.pocketssportsbar.co.uk/	
	1	Savoy Snooker Club	GBR			0	9	"5 Beach Walk, Whitstable CT5 2BP, United Kingdom"	01227 277697		
	1	Pockets Snooker Club	GBR			0	6	"8-2 Jubilee Way, Winsford CW7 1BG, United Kingdom"	01606 558807	http://pocketswinsford.co.uk/about.html	
	1	Longton Snooker Club	GBR			0	6	"37 Normacot Road Stoke-on-Trent ST3 1PL, United Kingdom"	01782 321670	http://www.longtonsnooker.co.uk/	
	1	The Green Baize Pool & Snooker Club	GBR			0	10	"Tontine Snooker Building, Tontine Street, Stoke-on-Trent ST1 1LY, United Kingdom"	01782 268149	http://www.greenbaizepoolclub.co.uk	
	1	Lumley Snooker & Social Club	GBR			0	5	"Front Street, Great Lumley, Chester le Street, County Durham DH3 4JB, United Kingdom"	0191 389 2004	http://www.lumleysnooker.co.uk/	
	1	Green Baize	GBR			0	3	"1 Tyne Terrace, South Shields NE34 0NF, United Kingdom"	0191 454 5565		
	1	Shield Snooker Centre Ltd	GBR			0	15	"48-50 Chichester Road, South Shields, Tyne and Wear NE33 4AF, United Kingdom"	0191 456 7097		
	1	Washington Snooker Club	GBR			0	9	"Oxclose Road, Columbia, Washington NE38 7EJ, United Kingdom"	0191 417 5529		
	1	Betws Snooker Club	GBR			0	4	"89 Betws Road, Ammanford, Dyfed SA18 2HG, United Kingdom"	01269 591662		
	1	Chippenham Royal Snooker Club	GBR			0	7	"Unit F, Ivy Road Industrial Estate, Ivy Road, Chippenham SN15 1SB, United Kingdom"	01249 650017		
	1	147 Snooker Club	GBR			0	12	"3 Sheppard Street, Swindon, Wiltshire SN1 5DB, United Kingdom"	01793 531506	http://www.147-snooker-club-swindon.co.uk/	
	1	Jesters Snooker Hall	GBR			0	22	"Greenbridge Road, Swindon, Wiltshire SN3 3JD, United Kingdom"	01793 420660	http://www.jesterssnooker.co.uk/	
	1	Midlands Snooker Club	GBR			0	15	"Building 3 - 4, Keys Industrial Estate, Oxford Street, Bilston, West Midlands WV14 7DW, United Kingdom"	01902 493641		
	1	Thorne Snooker Centre	GBR			0	10	"3 Lock Lane, Thorne, Doncaster DN8, United Kingdom"	01405 814550	http://www.thorneinfo.com/	
	1	Scarborough Snooker Centre	GBR			0	8	"Queen Street, Scarborough, North Yorkshire YO11 1HQ, United Kingdom"	01723 352515		
	1	Rileys Aberdeen	GBR			0	6	"9 Bridge Place, Aberdeen, Aberdeenshire, AB11 6HZ"		www.rileys.co.uk	
	1	Rileys Birmingham	GBR			0	5	"21-22 Essex Street, Birmingham, West Midlands, B5 4TR"		www.rileys.co.uk	
	1	Rileys Bootie	GBR			0	13	"443D Stanley Road, Bootle, Merseyside, L20 5DN"		www.rileys.co.uk	
	1	Rileys Chester	GBR			0	6	"Centurion Point, Victoria Street, Chester, Cheshire"		www.rileys.co.uk	
	1	Rileys Chorlton	GBR			0	12	"302B Barlow Moor Road, Chorlton-Cum-Hardy, Manchester, M21 8AY"		www.rileys.co.uk	
	1	Rileys Coventry	GBR			0	8	"Hertford Place, Sporting Centre, Butts Road, Coventry"		www.rileys.co.uk	
	1	Rileys Croydon	GBR			0	5	"1st Floor, 63 Frith Road, Croydon, Surrey, CR0 1TB"		www.rileys.co.uk	
	1	Rileys Gillingham	GBR			0	8	"Green Street, Gillingham, Kent, ME7 1XA"		www.rileys.co.uk	
	1	Rileys Grays	GBR			0	7	"142 Clarence Road, Grays, Essex, RM17 6RD"		www.rileys.co.uk	
	1	Rileys Greenock	GBR			0	10	"11 Brougham Street, Greenock, Renfrewshire, PA16 8AB"		www.rileys.co.uk	
	1	Rileys Harlow	GBR			0	8	"Cross Street, Town Centre, Harlow, Essex, CM20 1LS"		www.rileys.co.uk	
	1	Rileys Ipswich	GBR			0	5	"Princes Street, Ipswich, Suffolk, IP1 1PH"		www.rileys.co.uk	
	1	Rileys Leicester	GBR			0	3	"Deacon Street, Grange Lane, Leicester, Leicestershire"		www.rileys.co.uk	
	1	Rileys Lincoln	GBR			0	4	"40 Silver Street, Lincoln, Lincolnshire, LN2 1EH"		www.rileys.co.uk	
	1	Rileys Liverpool	GBR			0	6	"Grand Central, Bolton Street, Liverpool, L3 5LX"		www.rileys.co.uk	
	1	Rileys Maidstone	GBR			0	5	"30-32 Lower Stone Street, Maidstone, Kent, ME15 6LX"		www.rileys.co.uk	
	1	Rileys Norwich	GBR			0	6	"77-87 Magdalen Street, Norwich, Norfolk, NR3 1AA"		www.rileys.co.uk	
	1	Rileys Nottingham	GBR			0	4	"17a St. James Street, Nottingham, Nottinghamshire, NG1 6FH"		www.rileys.co.uk	
	1	Rileys Oxford	GBR			0	6	"The County Club, Between Towns Road, Cowley, Oxford"		www.rileys.co.uk	
	1	Rileys Pretswich	GBR			0	9	"511 Bury New Road, Prestwich, Manchester, M25 3AJ"		www.rileys.co.uk	
	1	Rileys Sheffield	GBR			0	11	"Lescar Buildings, Lescar Lane, Sheffield, South Yorkshire"		www.rileys.co.uk	
	1	Rileys Solihull	GBR			0	10	"Hobs Moat Road, Solihull, West Midlands, B92 8JN"		www.rileys.co.uk	
	1	Rileys South Benfleet	GBR			0	6	"669 High Road, South Benfleet, Essex, SS7 5SF"		www.rileys.co.uk	
	1	Rileys Southend	GBR			0	2	"12 London Road, Southend, Essex, SS1 1NT"		www.rileys.co.uk	
	1	Rileys Swansea	GBR			0	5	"30 - 34 Castle Street, Swansea, SA1 1HZ, "		www.rileys.co.uk	
	1	Rileys Twickenham	GBR			0	8	"1 Heath Road, Twickenham, Middlesex, TW1 4AW"		www.rileys.co.uk	
	1	Rileys Victoria	GBR			0	4	"16 Semley Place, Victoria, London, SW1W 9QJ"		www.rileys.co.uk	
	1	Rileys Watford	GBR			0	4	"65 - 73 The Parade, Watford, Hertfordshire, WD17 1LJ"		www.rileys.co.uk	
	1	Rileys Wolvenhampton	GBR			0	7	"1st Floor, Amar House, 32 - 40 Broad Street, Wolverhampton, West Midlands"		www.rileys.co.uk	
	1	Rileys Worcester	GBR			0	8	"Unit 1A Shrubhill Industrial Estate, Shrubhill Road, Worcester, WR4 9EL"		www.rileys.co.uk	
