ID	Snooker	Name	Country	Latitude	Longitude	10' tables	12' tables	Address	Phone number	Website	POI id
2049	1	Dr. Bier	DEU	50.4175985	12.1758073		1	Dr.-Friedrichs-Straße 11, 08606 Oelsnitz/Vogtland, Germany	037421 23491	 	ChIJD4dsDIggoUcRDGlgNgUH4-Y	
2050	1	Billardsalon Donath	DEU	50.8349815	12.8915054		1	Erzbergerstraße 2, 09116 Chemnitz, Germany	0371 305528	http://www.billardsalon-donath.de/	ChIJYxWila1Hp0cR_PAKTsj03MQ	
2051	1	Café Moskau	DEU	50.8370831	12.925973		1	Str. der Nationen 56, 09111 Chemnitz, Germany	0371 6761003	http://www.cafemoskau-chemnitz.de/	ChIJtSmNwV9Gp0cRARuw-WpwTxg	
2052	1	1. BC Chemnitz 1952 e. V.	DEU	50.82951	12.94654		1	Bernhardstraße 68, 09126 Chemnitz, Germany	0371 5265293	http://www.cbc.sachsen-billard.de/ueber-uns.html	ChIJJfsKY3lGp0cR35KNXKsggDo	
2053	1	Snookerclub Limbach/Oberfrohna	DEU	50.8604443	12.7652797		2	Anna-Esche-Gäßchen, 09212 Limbach-Oberfrohna, Germany	03722 87264	http://www.limbach-oberfrohna.de/limbach/content/23/290402115757.asp	ChIJ9xpjPgs5p0cRm_12S7J7sEA	
2054	1	"Spielothek ""EL DORADO"""	DEU	50.7264843	12.4934171		1	Leipziger Str. 45, 08056 Zwickau, Germany	01512 6585637	 	ChIJMchvOVIsp0cRWCDYcPTyjvg	
2055	1	Billardcafé & Kampfsportschule Dittersdorf	DEU	50.74958	12.99126		3	Dittersdorfer Str. 30, 09439 Amtsberg, Germany	037209 4238	http://www.bc-dittersdorf.de/	ChIJe3oN9rJPp0cROgzi8glZIts	
2056	1	Snooker-Club	DEU	50.5795533	13.0009584		1	Karlspl. 4, 09456 Annaberg-Buchholz, Germany	03733 26722	 	ChIJvy7dHAetoEcRFR_QRQ_JMkY	
2057	1	New Strike	DEU	50.90783	13.31788		1	Chemnitzer Str. 133, 09599 Freiberg, Germany	 	 	ChIJyUraA-lfp0cRF24caizW3qA	
2058	1	Club Lange	DEU	50.91223	13.3452		1	Lange Str. 27, 09599 Freiberg, Germany	03731 4799931	http://www.fg-irish-sc.de/	ChIJARNfbP5fp0cRa7HHEI7FFe8	
2059	1	Billard-Pub PIPSY	DEU	50.9510069	13.0744768		1	Chemnitzer Str. 67, 09661 Hainichen , Sachs, Germany	037207 51604	 	ChIJNQ8wRCpop0cR7oPXc3Y0QiA	
